task,activity,pdf_path,error,F,O,T,E,R,C,B,name,id
bookletb,activity2i,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/7184.pdf,,,,,,,,,,c8959-7184
bookletb,activity2i,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/7799.pdf,,1,1,1,11,2,2,,Royalty,c8959-7799
bookletb,activity2i,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/9099.pdf,,,,,,,,,,c8959-9099
bookletb,activity2i,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/9126-3126.pdf,,,,,,,,,,c8959-9126-3126
bookletb,activity2i,../../data/ttct_figural/TTCT PRE ASS 2011 E2L3/9836.pdf,,1,1,0,0,0,0,,Crown,c8959-9836
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/64783-UM.pdf,,1,0,2,1,0,0,0,Number Uno,d5073-64783-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/65960-UM.pdf,,1,0,0,10,1,2,0,,d5073-65960-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/67200-UM.pdf,,1,1,3,2,0,0,0,Both of life,d5073-67200-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/69412-UM.pdf,,1,1,1,0,0,0,0,Suit ramp,d5073-69412-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/70686-UM.pdf,,1,0,0,0,0,0,0,Cube,d5073-70686-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/70689-UM.pdf,,,,,,,,,,d5073-70689-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/71565_UM.pdf,,1,1,1,3,0,1,0,T-shirt,d5073-71565_UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/71584-UM.pdf,,1,1,1,2,0,0,0,Cup of milk,d5073-71584-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/75048-UM.pdf,,1,1,0,1,1,0,0,Shell,d5073-75048-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/75422-UM.pdf,,1,1,3,2,0,2,0,The busted handle,d5073-75422-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/75497-UM.pdf,,,,,,,,,,d5073-75497-UM
bookletb,activity2i,../../data/ttct_figural/Unmatched/Booklets/Thu Pm McCammon FS11 TTCT-UM/75575-UM.pdf,,1,1,3,2,1,1,0,Melting glass (water),d5073-75575-UM
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/1601.pdf,,1,1,0,2,0,1,,Skirt,d8053-1601
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/2416.pdf,,1,1,2,2,1,1,,The brightest star in the sky,d8053-2416
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/2771.pdf,,1,1,1,10,2,2,,Grocery bag,d8053-2771
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/3939.pdf,,,,,,,,,,d8053-3939
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/5879.pdf,,,,,,,,,,d8053-5879
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/6128.pdf,,1,1,1,8,2,2,,Rhythm,d8053-6128
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/7218.pdf,,,,,,,,,,d8053-7218
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/7261.pdf,,1,1,0,17,2,1,,Roboto,d8053-7261
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/8246.pdf,,1,1,2,7,2,2,,Hot wheel,d8053-8246
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/8724.pdf,,,,,,,,,,d8053-8724
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/9654.pdf,,1,1,0,0,1,0,,Top hat,d8053-9654
bookletb,activity2i,../../data/ttct_figural/TTCT Pre Ass SS2011/RD-NP-11611.pdf,,1,0,1,0,0,0,,Lucky number 7,d8053-RD-NP-11611
bookletb,activity2i,../../data/ttct_figural/FS II Post Test TTCT Thu Am-MC Common/67842_Unmatched.pdf,,,,,,,,,,dee97-67842_Unmatched
bookletb,activity2i,../../data/ttct_figural/FS II Post Test TTCT Thu Am-MC Common/75119_Unmatched.pdf,,1,1,0,8,0,1,0,Shark,dee97-75119_Unmatched
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/32761.pdf,,,,,,,,,,e49cb-32761
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/52578.pdf,,,,,,,,,,e49cb-52578
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/68082.pdf,,1,1,0,2,2,2,,,e49cb-68082
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/69371.pdf,,1,1,1,0,2,2,,Musical symbol,e49cb-69371
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/70441.pdf,,,,,,,,,Hous,e49cb-70441
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/71316.pdf,,1,1,0,0,0,0,,Believe,e49cb-71316
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/71488.pdf,,,,,,,,,,e49cb-71488
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/71596.pdf,,,,,,,,,shoe box,e49cb-71596
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/73133.pdf,,1,1,3,0,2,2,,Ocean fun,e49cb-73133
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/74440.pdf,,,,,,,,,,e49cb-74440
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/75666.pdf,,1,1,1,0,0,0,,Sausage chopper,e49cb-75666
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/75926.pdf,,,,,,,,,,e49cb-75926
bookletb,activity2i,../../data/ttct_figural/SAT AM Eberhart TTCT FS II/76486.pdf,,,,,,,,,,e49cb-76486
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/62203-68203.pdf,,,,,,,,,,e576a-62203-68203
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/62274.pdf,,,,,,,,,,e576a-62274
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/63183.pdf,,,,,,,,,,e576a-63183
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/66083.pdf,,1,1,0,3,2,1,,Megaladon,e576a-66083
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/70223.pdf,,,,,,,,,,e576a-70223
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/71208.pdf,,,,,,,,,,e576a-71208
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/71510.pdf,,1,0,2,6,1,1,,Where is my head,e576a-71510
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/72633.pdf,,,,,,,,,,e576a-72633
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/73322.pdf,,,,,,,,,,e576a-73322
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/74433.pdf,,,,,,,,,,e576a-74433
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/74592.pdf,,,,,,,,,,e576a-74592
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/74909.pdf,,,,,,,,,,e576a-74909
bookletb,activity2i,../../data/ttct_figural/FRI AM Gumbs TTCT/75072.pdf,,,,,,,,,,e576a-75072
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/53433.pdf,,1,1,1,0,0,0,,Crown (bingo),f43c7-53433
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/63869.pdf,,1,1,1,0,0,0,,Hammer head shark,f43c7-63869
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/67808.pdf,,1,1,0,1,1,0,,Flash light,f43c7-67808
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/71542.pdf,,,,,,,,,,f43c7-71542
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/74369.pdf,,1,1,1,0,1,0,,A foot,f43c7-74369
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/74804.pdf,,1,1,0,2,1,0,,Ghost,f43c7-74804
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/74951.pdf,,1,0,1,0,0,0,,"Letter ""T""",f43c7-74951
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/76543.pdf,,1,1,2,2,1,1,,Enter at Own risk,f43c7-76543
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/77829.pdf,,,,,,,,,,f43c7-77829
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/78819.pdf,,,,,,,,,,f43c7-78819
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/78888.pdf,,,,,,,,,,f43c7-78888
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/79047.pdf,,1,0,2,2,1,0,,House in the woods,f43c7-79047
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/79207.pdf,,1,1,1,2,0,0,,Lil Rhino,f43c7-79207
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/79277.pdf,,,,,,,,,Potlock,f43c7-79277
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/80188.pdf,,1,1,1,0,0,0,,A heart,f43c7-80188
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/80287.pdf,,1,1,0,0,1,0,,Table,f43c7-80287
bookletb,activity2i,../../data/ttct_figural/THU AM Drost POST TTCT Fall 2012/NONAME.pdf,,1,1,3,2,0,1,,Choos,f43c7-NONAME
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/67159.pdf,,1,1,0,0,1,1,,"The letter ""F""",f520c-67159
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/69221.pdf,,1,1,1,0,1,1,,campfire tent,f520c-69221
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/73294.pdf,,1,0,0,0,1,0,,House,f520c-73294
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/77803.pdf,,1,0,0,0,1,1,,Box,f520c-77803
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/77942.pdf,,1,1,0,0,2,1,,Kite,f520c-77942
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/77966.pdf,,1,1,0,0,1,1,,Top hat,f520c-77966
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/78234.pdf,,1,1,1,2,1,1,,Sponge bob square pants,f520c-78234
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/78393.pdf,,1,1,1,0,1,1,,That old boot,f520c-78393
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/78460.pdf,,1,0,0,0,1,0,,,f520c-78460
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/78523.pdf,,1,1,2,1,1,1,,Jug of juice anyone?,f520c-78523
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/79095.pdf,,1,1,1,0,1,1,,The upside down ??,f520c-79095
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/79307.pdf,,,,,,,,,,f520c-79307
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/80011.pdf,,1,1,1,0,1,1,,Modern heels,f520c-80011
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/80132.pdf,,,,,,,,,,f520c-80132
bookletb,activity2i,../../data/ttct_figural/McCammon Am CA213 TTCT Post Fall 2012/RD-19111512.pdf,,1,1,0,2,1,,,,f520c-RD-19111512
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/67226.pdf,,1,1,0,1,1,1,,Tub,fc15b-67226
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/69826.pdf,,1,1,1,4,1,1,,Happy fish,fc15b-69826
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/70338.pdf,,,,,,,,,,fc15b-70338
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/73717.pdf,,1,1,1,5,0,1,,My carrots,fc15b-73717
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/73791.pdf,,1,0,2,3,0,1,,"Rap this, T.I?",fc15b-73791
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74059.pdf,,,,,,,,,,fc15b-74059
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74193.pdf,,1,1,1,5,0,1,,The thing,fc15b-74193
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74248.pdf,,,,,,,,,,fc15b-74248
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74340.pdf,,,,,,,,,,fc15b-74340
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74429.pdf,,,,,,,,,,fc15b-74429
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74634.pdf,,,,,,,,,,fc15b-74634
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74672.pdf,,,,,,,,,,fc15b-74672
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/74836.pdf,,1,1,0,2,1,2,,Tie,fc15b-74836
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/75857.pdf,,,,,,,,,,fc15b-75857
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/76123.pdf,,,,,,,,,,fc15b-76123
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/76524.pdf,,1,1,2,4,2,2,,World cup,fc15b-76524
bookletb,activity2i,../../data/ttct_figural/McCammon FRI PM TTCT Pre/76557.pdf,,1,1,2,3,1,2,,The big bang,fc15b-76557
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/49769.pdf,,1,0,0,3,1,1,,The,01121-49769
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/72318.pdf,,1,0,0,3,2,0,,,01121-72318
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/72950.pdf,,,,,,,,,,01121-72950
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74133.pdf,,1,1,3,7,1,2,,My dog ate it,01121-74133
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74506.pdf,,1,0,1,0,1,1,,The white flag,01121-74506
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74652.pdf,,1,0,1,0,1,1,,The flag that stands,01121-74652
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74741.pdf,,1,0,0,4,2,0,,Hang man,01121-74741
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74745.pdf,,1,0,2,2,0,1,,Race to the finish line,01121-74745
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/74945.pdf,,1,1,0,2,1,1,,Crown,01121-74945
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75174.pdf,,1,1,2,10,2,1,,Dangerous jump,01121-75174
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75426.pdf,,,,,,,,,,01121-75426
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75590.pdf,,1,0,0,2,1,1,,Marriage,01121-75590
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75617.pdf,,1,0,0,8,0,1,,Hang man,01121-75617
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/75930.pdf,,,,,,,,,,01121-75930
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/76893.pdf,,1,1,2,4,1,1,,Hole in one,01121-76893
bookletb,activity2j,../../data/ttct_figural/Gumbs FRI PM FSII TTCT/77244.pdf,,1,1,2,7,1,1,,Gwaup Up town,01121-77244
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/0694.pdf,,,,,,,,,,055ec-0694
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/0921.pdf,,,,,,,,,,055ec-0921
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/0979.pdf,,1,0,3,3,0,0,,Never give up on life,055ec-0979
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1172.pdf,,1,0,0,3,0,0,,Hang man,055ec-1172
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1304.pdf,,1,1,1,0,0,0,,Pacman,055ec-1304
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1367.pdf,,1,0,0,3,0,0,,Hang-man,055ec-1367
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1556.pdf,,1,0,0,1,1,1,,Flag,055ec-1556
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1561.pdf,,,,,,,,,,055ec-1561
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/1727.pdf,,,,,,,,,,055ec-1727
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/6368.pdf,,1,1,0,2,1,2,,Maze,055ec-6368
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/6397.pdf,,1,1,3,2,0,0,,Never settle 4 less,055ec-6397
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L2/9558.pdf,,,,,,,,,,055ec-9558
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/34179.pdf,,,,,,,,,,06d28-34179
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/73874.pdf,,1,1,3,5,0,1,0,Time at the circus,06d28-73874
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/74020.pdf,,,,,,,,,,06d28-74020
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/74844.pdf,,1,0,0,1,2,0,0,Hang man,06d28-74844
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/75133.pdf,,,,,,,,,,06d28-75133
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/75440.pdf,,1,0,0,0,2,0,0,The hang man,06d28-75440
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/76472.pdf,,,,,,,,,,06d28-76472
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/76574.pdf,,,,,,,,,,06d28-76574
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/76935.pdf,,1,0,0,0,2,0,0,Hang man,06d28-76935
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/62874.pdf,,,,,,,,,,0f3ce-62874
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/65435.pdf,,1,0,2,1,0,0,0,Cheer flag,0f3ce-65435
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/67262.pdf,,1,1,2,4,0,0,0,Incomplete fortress,0f3ce-67262
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/73981.pdf,,1,0,0,0,0,0,0,Flag,0f3ce-73981
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/74346.pdf,,1,0,0,4,0,0,0,A flag,0f3ce-74346
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/74910.pdf,,1,0,0,1,0,0,0,,0f3ce-74910
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/74978.pdf,,1,0,0,0,0,0,0,,0f3ce-74978
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/75829.pdf,,1,1,1,1,0,0,0,Knife sharpener,0f3ce-75829
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/75911.pdf,,1,0,0,2,0,0,0,Flag,0f3ce-75911
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/76384.pdf,,1,0,0,3,2,0,0,The hang man,0f3ce-76384
bookletb,activity2j,../../data/ttct_figural/Mills Sunday Am E2L4 TTCT SS12/61995.pdf,,1,1,1,0,0,0,,Box match,11339-61995
bookletb,activity2j,../../data/ttct_figural/Mills Sunday Am E2L4 TTCT SS12/74679.pdf,,,,,,,,,,11339-74679
bookletb,activity2j,../../data/ttct_figural/Mills Sunday Am E2L4 TTCT SS12/75589.pdf,,,,,,,,,,11339-75589
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/61601.pdf,,,,,,,,,,124a7-61601
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/6456.pdf,,1,0,0,4,2,0,0,Hangman,124a7-6456
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/66412.pdf,,1,0,1,1,2,0,0,Hang man,124a7-66412
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/69433.pdf,,1,0,0,2,2,0,0,,124a7-69433
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/708985.pdf,,1,1,3,2,0,0,0,The gate to nowhere,124a7-708985
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/71246.pdf,,,,,,,,,I'm just the tail,124a7-71246
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/71558.pdf,,,,,,,,,,124a7-71558
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/73534.pdf,,,,,,,,,,124a7-73534
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/74768.pdf,,1,1,1,0,0,0,0,Dwarf Hat,124a7-74768
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/75406.pdf,,,,,,,,,,124a7-75406
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/75589.pdf,,,,,,,,,,124a7-75589
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/75925.pdf,,1,1,3,0,2,2,0,GREEK Lit Vol 2,124a7-75925
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/51096.pdf,,,,,,,,,Death before dishonor,16713-51096
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/66934.pdf,,,,,,,,,Hangman,16713-66934
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/68310.pdf,,,,,,,,,Flag,16713-68310
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/69730.pdf,,,,,,,,,Hangman,16713-69730
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/73627.pdf,,1,1,0,0,1,0,,Not easy,16713-73627
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/74929.pdf,,1,1,3,0,1,2,,The sky is the limit,16713-74929
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/75038.pdf,,,,,,,,,,16713-75038
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/75903.pdf,,,,,,,,,,16713-75903
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills FSII TTCT/76259.pdf,,,,,,,,,Hangman,16713-76259
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1101.pdf,,1,0,0,2,0,0,,Hangman,1a0c5-1101
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1246.pdf,,,,,,,,,,1a0c5-1246
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1426.pdf,,,,,,,,,,1a0c5-1426
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1495.pdf,,1,1,3,4,2,2,,Frame of everything,1a0c5-1495
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1581.pdf,,1,1,1,0,1,0,,side crown,1a0c5-1581
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1792.pdf,,,,,,,,,,1a0c5-1792
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/2441.pdf,,1,1,1,4,0,1,,V.I Carnival Queen,1a0c5-2441
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/2558.pdf,,,,,,,,,,1a0c5-2558
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/2761.pdf,,,,,,,,,,1a0c5-2761
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/2841.pdf,,1,1,0,0,0,0,,Fuck,1a0c5-2841
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/8225.pdf,,,,,,,,,,1a0c5-8225
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/9569.pdf,,1,1,1,3,1,1,,Weird shaped house,1a0c5-9569
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/9812.pdf,,1,0,0,0,0,0,,Flag,1a0c5-9812
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/62407.pdf,,1,1,0,0,0,0,,Sambreno,30e2f-62407
